Ticker,Open_Price,High_Price,Low_Price,Close_Price,Previous_Close,Number_Of_Trades,Volume,Trade_Date
RELIANCE,2381.95,2388.05,2312.1,2337.75,2382.95,59632,452582,2023-01-27 00:00:00
RELIANCE,2337.75,2369.4,2301.15,2351.3,2337.75,29192,1392194,2023-01-30 00:00:00
RELIANCE,2385,2386.1,2341.7,2353.9,2351.3,10412,100296,2023-01-31 00:00:00
RELIANCE,2380,2380.9,2305,2338.05,2353.9,34753,573669,2023-02-01 00:00:00
RELIANCE,2325,2347.7,2311.35,2326.8,2338.05,12844,104181,2023-02-02 00:00:00
RELIANCE,2345,2347.9,2293.2,2329.05,2326.8,14978,148804,2023-02-03 00:00:00
RELIANCE,2325,2325,2306.75,2311.5,2329.05,30862,206263,2023-02-06 00:00:00
RELIANCE,2312,2327,2293.1,2305.9,2311.5,29368,225094,2023-02-07 00:00:00
RELIANCE,2311.3,2359.6,2307.15,2351.8,2305.9,25015,268850,2023-02-08 00:00:00
RELIANCE,2357.35,2370.8,2334.05,2355.4,2351.8,11108,88852,2023-02-09 00:00:00
RELIANCE,2357,2357,2321.6,2336.35,2355.4,13086,127318,2023-02-10 00:00:00
RELIANCE,2337.6,2350,2314.05,2322.75,2336.35,10263,79836,2023-02-13 00:00:00
RELIANCE,2325.2,2381,2324,2377.4,2322.75,13863,124813,2023-02-14 00:00:00
RELIANCE,2387.8,2437,2375,2430.1,2377.4,18591,367072,2023-02-15 00:00:00
RELIANCE,2450,2463,2425,2429.65,2430.1,17228,277368,2023-02-16 00:00:00
RELIANCE,2424.95,2446.9,2410.6,2439.85,2429.65,12547,105936,2023-02-17 00:00:00
RELIANCE,2440.4,2449.45,2410.35,2415.3,2439.85,18929,221415,2023-02-20 00:00:00
RELIANCE,2421,2446,2412.45,2434.5,2415.3,17513,167774,2023-02-21 00:00:00
RELIANCE,2428,2430,2376.05,2379,2434.5,27831,288637,2023-02-22 00:00:00
RELIANCE,2376,2394.95,2361.5,2367.55,2379,21661,265844,2023-02-23 00:00:00
RELIANCE,2375,2395.6,2368.65,2385.8,2367.55,21011,249650,2023-02-24 00:00:00
